dateday,season,year,month,holiday,weekday,workingday,weather_condition,temperature,atemp,humidity,casual,registered,count,day_type,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,temp_category,hum_category,rental_volume_category
2011-06-10,summer,0,june,0,friday,1,clear,0.755,0.703292,0.605,815,3771,4586,weekday,570,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-06-11,summer,0,june,0,saturday,0,clear,0.725,0.678038,0.654583,1729,3237,4966,weekend,569,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-06-12,summer,0,june,0,sunday,0,clear,0.6925,0.643325,0.747917,1467,2993,4460,weekend,568,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-06-13,summer,0,june,0,monday,1,clear,0.635,0.601654,0.494583,863,4157,5020,weekday,567,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-14,summer,0,june,0,tuesday,1,clear,0.604167,0.591546,0.507083,727,4164,4891,weekday,566,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-15,summer,0,june,0,wednesday,1,clear,0.626667,0.587754,0.471667,769,4411,5180,weekday,565,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-16,summer,0,june,0,thursday,1,mist,0.628333,0.595346,0.688333,545,3222,3767,weekday,564,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-06-17,summer,0,june,0,friday,1,clear,0.649167,0.600383,0.735833,863,3981,4844,weekday,563,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-06-18,summer,0,june,0,saturday,0,clear,0.696667,0.643954,0.670417,1807,3312,5119,weekend,562,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-06-19,summer,0,june,0,sunday,0,mist,0.699167,0.645846,0.666667,1639,3105,4744,weekend,561,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-06-20,summer,0,june,0,monday,1,mist,0.635,0.595346,0.74625,699,3311,4010,weekday,560,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-06-21,fall,0,june,0,tuesday,1,mist,0.680833,0.637646,0.770417,774,4061,4835,weekday,559,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-06-22,fall,0,june,0,wednesday,1,clear,0.733333,0.693829,0.7075,661,3846,4507,weekday,558,2,3,3,233,Regular Days,Hot,High Humidity,Medium Rentals
2011-06-23,fall,0,june,0,thursday,1,mist,0.728333,0.693833,0.703333,746,4044,4790,weekday,557,2,3,3,233,Regular Days,Hot,High Humidity,High Rentals
2011-06-24,fall,0,june,0,friday,1,clear,0.724167,0.656583,0.573333,969,4022,4991,weekday,556,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-06-25,fall,0,june,0,saturday,0,clear,0.695,0.643313,0.483333,1782,3420,5202,weekend,555,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-26,fall,0,june,0,sunday,0,clear,0.68,0.637629,0.513333,1920,3385,5305,weekend,554,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-27,fall,0,june,0,monday,1,mist,0.6825,0.637004,0.658333,854,3854,4708,weekday,553,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-06-28,fall,0,june,0,tuesday,1,clear,0.744167,0.692558,0.634167,732,3916,4648,weekday,552,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-06-29,fall,0,june,0,wednesday,1,clear,0.728333,0.654688,0.497917,848,4377,5225,weekday,551,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-06-30,fall,0,june,0,thursday,1,clear,0.696667,0.637008,0.434167,1027,4488,5515,weekday,550,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-07-01,fall,0,july,0,friday,1,clear,0.7225,0.652162,0.39625,1246,4116,5362,weekday,549,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-02,fall,0,july,0,saturday,0,clear,0.738333,0.667308,0.444583,2204,2915,5119,weekend,548,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-03,fall,0,july,0,sunday,0,mist,0.716667,0.668575,0.6825,2282,2367,4649,weekend,547,2,3,3,233,Regular Days,Hot,High Humidity,High Rentals
2011-07-04,fall,0,july,1,monday,0,mist,0.726667,0.665417,0.637917,3065,2978,6043,weekday,546,2,4,4,244,Regular Days,Hot,Medium Humidity,Very High Rentals
2011-07-05,fall,0,july,0,tuesday,1,clear,0.746667,0.696338,0.590417,1031,3634,4665,weekday,545,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-06,fall,0,july,0,wednesday,1,clear,0.72,0.685633,0.743333,784,3845,4629,weekday,544,2,3,3,233,Regular Days,Hot,High Humidity,High Rentals
2011-07-07,fall,0,july,0,thursday,1,clear,0.75,0.686871,0.65125,754,3838,4592,weekday,543,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-08,fall,0,july,0,friday,1,mist,0.709167,0.670483,0.757917,692,3348,4040,weekday,542,2,2,2,222,Regular Days,Hot,High Humidity,Medium Rentals
2011-07-09,fall,0,july,0,saturday,0,clear,0.733333,0.664158,0.609167,1988,3348,5336,weekend,541,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-10,fall,0,july,0,sunday,0,clear,0.7475,0.690025,0.578333,1743,3138,4881,weekend,540,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-11,fall,0,july,0,monday,1,clear,0.7625,0.729804,0.635833,723,3363,4086,weekday,539,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-12,fall,0,july,0,tuesday,1,clear,0.794167,0.739275,0.559167,662,3596,4258,weekday,538,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-13,fall,0,july,0,wednesday,1,clear,0.746667,0.689404,0.631667,748,3594,4342,weekday,537,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-14,fall,0,july,0,thursday,1,clear,0.680833,0.635104,0.47625,888,4196,5084,weekday,536,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-07-15,fall,0,july,0,friday,1,clear,0.663333,0.624371,0.59125,1318,4220,5538,weekday,535,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-07-16,fall,0,july,0,saturday,0,clear,0.686667,0.638263,0.585,2418,3505,5923,weekend,534,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-07-17,fall,0,july,0,sunday,0,clear,0.719167,0.669833,0.604167,2006,3296,5302,weekend,533,2,4,4,244,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-18,fall,0,july,0,monday,1,clear,0.746667,0.703925,0.65125,841,3617,4458,weekday,532,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-19,fall,0,july,0,tuesday,1,clear,0.776667,0.747479,0.650417,752,3789,4541,weekday,531,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-20,fall,0,july,0,wednesday,1,clear,0.768333,0.74685,0.707083,644,3688,4332,weekday,530,2,3,3,233,Regular Days,Hot,High Humidity,Medium Rentals
2011-07-21,fall,0,july,0,thursday,1,mist,0.815,0.826371,0.69125,632,3152,3784,weekday,529,2,2,2,222,Regular Days,Hot,High Humidity,Medium Rentals
2011-07-22,fall,0,july,0,friday,1,clear,0.848333,0.840896,0.580417,562,2825,3387,weekday,528,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-23,fall,0,july,0,saturday,0,clear,0.849167,0.804287,0.5,987,2298,3285,weekend,527,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-24,fall,0,july,0,sunday,0,clear,0.83,0.794829,0.550833,1050,2556,3606,weekend,526,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-25,fall,0,july,0,monday,1,clear,0.743333,0.720958,0.757083,568,3272,3840,weekday,525,2,2,2,222,Regular Days,Hot,High Humidity,Medium Rentals
2011-07-26,fall,0,july,0,tuesday,1,clear,0.771667,0.696979,0.540833,750,3840,4590,weekday,524,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-27,fall,0,july,0,wednesday,1,clear,0.775,0.690667,0.402917,755,3901,4656,weekday,523,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-07-28,fall,0,july,0,thursday,1,clear,0.779167,0.7399,0.583333,606,3784,4390,weekday,522,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-29,fall,0,july,0,friday,1,clear,0.838333,0.785967,0.5425,670,3176,3846,weekday,521,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-30,fall,0,july,0,saturday,0,clear,0.804167,0.728537,0.465833,1559,2916,4475,weekend,520,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-07-31,fall,0,july,0,sunday,0,clear,0.805833,0.729796,0.480833,1524,2778,4302,weekend,519,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-01,fall,0,august,0,monday,1,clear,0.771667,0.703292,0.550833,729,3537,4266,weekday,518,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-02,fall,0,august,0,tuesday,1,clear,0.783333,0.707071,0.49125,801,4044,4845,weekday,517,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-03,fall,0,august,0,wednesday,1,mist,0.731667,0.679937,0.6575,467,3107,3574,weekday,516,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-04,fall,0,august,0,thursday,1,mist,0.71,0.664788,0.7575,799,3777,4576,weekday,515,2,3,3,233,Regular Days,Hot,High Humidity,High Rentals
2011-08-05,fall,0,august,0,friday,1,clear,0.710833,0.656567,0.630833,1023,3843,4866,weekday,514,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-06,fall,0,august,0,saturday,0,mist,0.716667,0.676154,0.755,1521,2773,4294,weekend,513,2,3,3,233,Regular Days,Hot,High Humidity,Medium Rentals
2011-08-07,fall,0,august,0,sunday,0,clear,0.7425,0.715292,0.752917,1298,2487,3785,weekend,512,2,2,2,222,Regular Days,Hot,High Humidity,Medium Rentals
2011-08-08,fall,0,august,0,monday,1,clear,0.765,0.703283,0.592083,846,3480,4326,weekday,511,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-09,fall,0,august,0,tuesday,1,clear,0.775,0.724121,0.570417,907,3695,4602,weekday,510,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-10,fall,0,august,0,wednesday,1,clear,0.766667,0.684983,0.424167,884,3896,4780,weekday,509,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-11,fall,0,august,0,thursday,1,clear,0.7175,0.651521,0.42375,812,3980,4792,weekday,508,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-12,fall,0,august,0,friday,1,clear,0.708333,0.654042,0.415,1051,3854,4905,weekday,507,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-13,fall,0,august,0,saturday,0,mist,0.685833,0.645858,0.729583,1504,2646,4150,weekend,506,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-08-14,fall,0,august,0,sunday,0,mist,0.676667,0.624388,0.8175,1338,2482,3820,weekend,505,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-08-15,fall,0,august,0,monday,1,clear,0.665833,0.616167,0.712083,775,3563,4338,weekday,504,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-08-16,fall,0,august,0,tuesday,1,clear,0.700833,0.645837,0.578333,721,4004,4725,weekday,503,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-17,fall,0,august,0,wednesday,1,clear,0.723333,0.666671,0.575417,668,4026,4694,weekday,502,2,3,3,233,Regular Days,Hot,Medium Humidity,High Rentals
2011-08-18,fall,0,august,0,thursday,1,clear,0.711667,0.662258,0.654583,639,3166,3805,weekday,501,2,2,2,222,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-19,fall,0,august,0,friday,1,mist,0.685,0.633221,0.722917,797,3356,4153,weekday,500,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-08-20,fall,0,august,0,saturday,0,clear,0.6975,0.648996,0.674167,1914,3277,5191,weekend,499,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-08-21,fall,0,august,0,sunday,0,clear,0.710833,0.675525,0.77,1249,2624,3873,weekend,498,2,2,2,222,Regular Days,Hot,High Humidity,Medium Rentals
2011-08-22,fall,0,august,0,monday,1,clear,0.691667,0.638254,0.47,833,3925,4758,weekday,497,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-08-23,fall,0,august,0,tuesday,1,clear,0.640833,0.606067,0.455417,1281,4614,5895,weekday,496,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-08-24,fall,0,august,0,wednesday,1,clear,0.673333,0.630692,0.605,949,4181,5130,weekday,495,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-08-25,fall,0,august,0,thursday,1,mist,0.684167,0.645854,0.771667,435,3107,3542,weekday,494,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-08-26,fall,0,august,0,friday,1,clear,0.7,0.659733,0.76125,768,3893,4661,weekday,493,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-08-27,fall,0,august,0,saturday,0,mist,0.68,0.635556,0.85,226,889,1115,weekend,492,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-08-28,fall,0,august,0,sunday,0,clear,0.707059,0.647959,0.561765,1415,2919,4334,weekend,491,2,3,3,233,Regular Days,Hot,Medium Humidity,Medium Rentals
2011-08-29,fall,0,august,0,monday,1,clear,0.636667,0.607958,0.554583,729,3905,4634,weekday,490,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-08-30,fall,0,august,0,tuesday,1,clear,0.639167,0.594704,0.548333,775,4429,5204,weekday,489,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-08-31,fall,0,august,0,wednesday,1,clear,0.656667,0.611121,0.597917,688,4370,5058,weekday,488,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-09-01,fall,0,september,0,thursday,1,clear,0.655,0.614921,0.639167,783,4332,5115,weekday,487,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-09-02,fall,0,september,0,friday,1,mist,0.643333,0.604808,0.727083,875,3852,4727,weekday,486,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-03,fall,0,september,0,saturday,0,clear,0.669167,0.633213,0.716667,1935,2549,4484,weekend,485,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-04,fall,0,september,0,sunday,0,clear,0.709167,0.665429,0.742083,2521,2419,4940,weekend,484,2,3,3,233,Regular Days,Hot,High Humidity,High Rentals
2011-09-05,fall,0,september,1,monday,0,mist,0.673333,0.625646,0.790417,1236,2115,3351,weekday,483,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-06,fall,0,september,0,tuesday,1,light rain,0.54,0.5152,0.886957,204,2506,2710,weekday,482,2,2,2,222,Regular Days,Warm,High Humidity,Low Rentals
2011-09-07,fall,0,september,0,wednesday,1,light rain,0.599167,0.544229,0.917083,118,1878,1996,weekday,481,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-09-08,fall,0,september,0,thursday,1,light rain,0.633913,0.555361,0.939565,153,1689,1842,weekday,480,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-09-09,fall,0,september,0,friday,1,mist,0.65,0.578946,0.897917,417,3127,3544,weekday,479,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-10,fall,0,september,0,saturday,0,clear,0.66,0.607962,0.75375,1750,3595,5345,weekend,478,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-09-11,fall,0,september,0,sunday,0,clear,0.653333,0.609229,0.71375,1633,3413,5046,weekend,477,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-09-12,fall,0,september,0,monday,1,clear,0.644348,0.60213,0.692174,690,4023,4713,weekday,476,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-13,fall,0,september,0,tuesday,1,clear,0.650833,0.603554,0.7125,701,4062,4763,weekday,475,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-14,fall,0,september,0,wednesday,1,clear,0.673333,0.6269,0.697083,647,4138,4785,weekday,474,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-15,fall,0,september,0,thursday,1,mist,0.5775,0.553671,0.709167,428,3231,3659,weekday,473,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-16,fall,0,september,0,friday,1,mist,0.469167,0.461475,0.590417,742,4018,4760,weekday,472,2,3,3,233,Regular Days,Mild,Medium Humidity,High Rentals
2011-09-17,fall,0,september,0,saturday,0,mist,0.491667,0.478512,0.718333,1434,3077,4511,weekend,471,2,3,3,233,Regular Days,Mild,High Humidity,Medium Rentals
2011-09-18,fall,0,september,0,sunday,0,clear,0.5075,0.490537,0.695,1353,2921,4274,weekend,470,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-19,fall,0,september,0,monday,1,mist,0.549167,0.529675,0.69,691,3848,4539,weekday,469,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-20,fall,0,september,0,tuesday,1,mist,0.561667,0.532217,0.88125,438,3203,3641,weekday,468,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-21,fall,0,september,0,wednesday,1,mist,0.595,0.550533,0.9,539,3813,4352,weekday,467,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-22,fall,0,september,0,thursday,1,mist,0.628333,0.554963,0.902083,555,4240,4795,weekday,466,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-23,winter,0,september,0,friday,1,mist,0.609167,0.522125,0.9725,258,2137,2395,weekday,465,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-09-24,winter,0,september,0,saturday,0,mist,0.606667,0.564412,0.8625,1776,3647,5423,weekend,464,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-09-25,winter,0,september,0,sunday,0,mist,0.634167,0.572637,0.845,1544,3466,5010,weekend,463,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-09-26,winter,0,september,0,monday,1,mist,0.649167,0.589042,0.848333,684,3946,4630,weekday,462,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-27,winter,0,september,0,tuesday,1,mist,0.636667,0.574525,0.885417,477,3643,4120,weekday,461,2,3,3,233,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-28,winter,0,september,0,wednesday,1,mist,0.635,0.575158,0.84875,480,3427,3907,weekday,460,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-09-29,winter,0,september,0,thursday,1,clear,0.616667,0.574512,0.699167,653,4186,4839,weekday,459,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-09-30,winter,0,september,0,friday,1,clear,0.564167,0.544829,0.6475,830,4372,5202,weekday,458,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-10-01,winter,0,october,0,saturday,0,mist,0.41,0.412863,0.75375,480,1949,2429,weekend,457,2,1,1,211,Lost Days,Mild,High Humidity,Low Rentals
2011-10-02,winter,0,october,0,sunday,0,mist,0.356667,0.345317,0.791667,616,2302,2918,weekend,456,2,2,2,222,Regular Days,Mild,High Humidity,Low Rentals
2011-10-03,winter,0,october,0,monday,1,mist,0.384167,0.392046,0.760833,330,3240,3570,weekday,455,2,2,2,222,Regular Days,Mild,High Humidity,Medium Rentals
2011-10-04,winter,0,october,0,tuesday,1,clear,0.484167,0.472858,0.71,486,3970,4456,weekday,454,2,3,3,233,Regular Days,Mild,High Humidity,Medium Rentals
2011-10-05,winter,0,october,0,wednesday,1,clear,0.538333,0.527138,0.647917,559,4267,4826,weekday,453,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-10-06,winter,0,october,0,thursday,1,clear,0.494167,0.480425,0.620833,639,4126,4765,weekday,452,2,3,3,233,Regular Days,Mild,Medium Humidity,High Rentals
2011-10-07,winter,0,october,0,friday,1,clear,0.510833,0.504404,0.684167,949,4036,4985,weekday,451,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-10-08,winter,0,october,0,saturday,0,clear,0.521667,0.513242,0.70125,2235,3174,5409,weekend,450,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-10-09,winter,0,october,0,sunday,0,clear,0.540833,0.523983,0.7275,2397,3114,5511,weekend,449,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-10-10,winter,0,october,1,monday,0,clear,0.570833,0.542925,0.73375,1514,3603,5117,weekday,448,2,4,4,244,Regular Days,Warm,High Humidity,High Rentals
2011-10-11,winter,0,october,0,tuesday,1,mist,0.566667,0.546096,0.80875,667,3896,4563,weekday,447,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-10-12,winter,0,october,0,wednesday,1,light rain,0.543333,0.517717,0.90625,217,2199,2416,weekday,446,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-10-13,winter,0,october,0,thursday,1,mist,0.589167,0.551804,0.896667,290,2623,2913,weekday,445,2,2,2,222,Regular Days,Warm,High Humidity,Low Rentals
2011-10-14,winter,0,october,0,friday,1,mist,0.550833,0.529675,0.71625,529,3115,3644,weekday,444,2,2,2,222,Regular Days,Warm,High Humidity,Medium Rentals
2011-10-15,winter,0,october,0,saturday,0,clear,0.506667,0.498725,0.483333,1899,3318,5217,weekend,443,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-10-16,winter,0,october,0,sunday,0,clear,0.511667,0.503154,0.486667,1748,3293,5041,weekend,442,2,4,4,244,Regular Days,Warm,Medium Humidity,High Rentals
2011-10-17,winter,0,october,0,monday,1,clear,0.534167,0.510725,0.579583,713,3857,4570,weekday,441,2,3,3,233,Regular Days,Warm,Medium Humidity,High Rentals
2011-10-18,winter,0,october,0,tuesday,1,mist,0.5325,0.522721,0.701667,637,4111,4748,weekday,440,2,3,3,233,Regular Days,Warm,High Humidity,High Rentals
2011-10-19,winter,0,october,0,wednesday,1,light rain,0.541739,0.513848,0.895217,254,2170,2424,weekday,439,2,1,1,211,Lost Days,Warm,High Humidity,Low Rentals
2011-10-20,winter,0,october,0,thursday,1,clear,0.475833,0.466525,0.63625,471,3724,4195,weekday,438,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2011-10-21,winter,0,october,0,friday,1,clear,0.4275,0.423596,0.574167,676,3628,4304,weekday,437,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2011-10-22,winter,0,october,0,saturday,0,clear,0.4225,0.425492,0.629167,1499,2809,4308,weekend,436,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2011-10-23,winter,0,october,0,sunday,0,clear,0.421667,0.422333,0.74125,1619,2762,4381,weekend,435,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2011-10-24,winter,0,october,0,monday,1,clear,0.463333,0.457067,0.772083,699,3488,4187,weekday,434,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2011-10-25,winter,0,october,0,tuesday,1,clear,0.471667,0.463375,0.622917,695,3992,4687,weekday,433,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2011-10-26,winter,0,october,0,wednesday,1,mist,0.484167,0.472846,0.720417,404,3490,3894,weekday,432,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-10-27,winter,0,october,0,thursday,1,mist,0.47,0.457046,0.812917,240,2419,2659,weekday,431,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-10-28,winter,0,october,0,friday,1,mist,0.330833,0.318812,0.585833,456,3291,3747,weekday,430,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-10-29,winter,0,october,0,saturday,0,light rain,0.254167,0.227913,0.8825,57,570,627,weekend,429,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-10-30,winter,0,october,0,sunday,0,clear,0.319167,0.321329,0.62375,885,2446,3331,weekend,428,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-10-31,winter,0,october,0,monday,1,clear,0.34,0.356063,0.703333,362,3307,3669,weekday,427,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-01,winter,0,november,0,tuesday,1,clear,0.400833,0.397088,0.68375,410,3658,4068,weekday,426,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-02,winter,0,november,0,wednesday,1,clear,0.3775,0.390133,0.71875,370,3816,4186,weekday,425,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2011-11-03,winter,0,november,0,thursday,1,clear,0.408333,0.405921,0.702083,318,3656,3974,weekday,424,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-04,winter,0,november,0,friday,1,mist,0.403333,0.403392,0.6225,470,3576,4046,weekday,423,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-05,winter,0,november,0,saturday,0,clear,0.326667,0.323854,0.519167,1156,2770,3926,weekend,422,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-06,winter,0,november,0,sunday,0,clear,0.348333,0.362358,0.734583,952,2697,3649,weekend,421,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-07,winter,0,november,0,monday,1,clear,0.395,0.400871,0.75875,373,3662,4035,weekday,420,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-08,winter,0,november,0,tuesday,1,clear,0.408333,0.412246,0.721667,376,3829,4205,weekday,419,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2011-11-09,winter,0,november,0,wednesday,1,clear,0.4,0.409079,0.758333,305,3804,4109,weekday,418,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2011-11-10,winter,0,november,0,thursday,1,mist,0.38,0.373721,0.813333,190,2743,2933,weekday,417,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-11-11,winter,0,november,1,friday,0,clear,0.324167,0.306817,0.44625,440,2928,3368,weekday,416,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-12,winter,0,november,0,saturday,0,clear,0.356667,0.357942,0.552917,1275,2792,4067,weekend,415,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-13,winter,0,november,0,sunday,0,clear,0.440833,0.43055,0.458333,1004,2713,3717,weekend,414,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-14,winter,0,november,0,monday,1,clear,0.53,0.524612,0.587083,595,3891,4486,weekday,413,3,3,3,333,Good Days,Warm,Medium Humidity,Medium Rentals
2011-11-15,winter,0,november,0,tuesday,1,mist,0.53,0.507579,0.68875,449,3746,4195,weekday,412,3,3,3,333,Good Days,Warm,High Humidity,Medium Rentals
2011-11-16,winter,0,november,0,wednesday,1,light rain,0.456667,0.451988,0.93,145,1672,1817,weekday,411,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-11-17,winter,0,november,0,thursday,1,mist,0.341667,0.323221,0.575833,139,2914,3053,weekday,410,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
